project,date,dx_codeReviewDuration,dx_debuggingTime,dx_successfulDeploymentsRatio,dx_timeToFirstCommit,dx_linesChangedPerHour,dx_averageCommentsPerPR,dx_prIterationRate,tp_buildTime,tp_bundleSize,tp_bundleLoadTime,tp_performanceScore,tp_typeScriptErrorRate,tp_testCoverage,bi_timeToMarket,bi_featureSuccessRate,bi_activeContributors,bi_issueResolutionRate,bi_communityGrowth
mswjs/msw,2025-08-31T21:00:00.000Z,694.0335119047619,1566.5661363636361,0.95,2.5,0.09005328839016712,5.1,0.4,600,12996608,129966.08,87.30799999999999,0.1942622950819672,85,32.28200943732195,0.7558139534883721,17,0.5588235294117647,17.18
mswjs/msw,2025-09-30T21:00:00.000Z,1211.1878395061726,2624.759297385621,0.95,2.5,0.07217432657044207,3.5,0.7,600,12996608,129966.08,87.30799999999999,0.1942622950819672,85,42.539816558853346,0.7684210526315789,17,0.6415094339622641,17.18
react-hook-form/react-hook-form,2025-04-30T21:00:00.000Z,0.10222222222222223,,0.95,2.5,78.26086956521739,4,,600,30892032,308920.32,69.832,0.19225352112676056,85,0.2020949074074074,0.5,2,,43.972
react-hook-form/react-hook-form,2025-05-31T21:00:00.000Z,0.10222222222222223,,0.95,2.5,78.26086956521739,4,,600,30892032,308920.32,69.832,0.19225352112676056,85,5.209261574074074,0.5555555555555556,5,0.25,43.972
react-hook-form/react-hook-form,2025-06-30T21:00:00.000Z,0.10222222222222223,,0.95,2.5,78.26086956521739,4,,600,30892032,308920.32,69.832,0.19225352112676056,85,28.17612357549858,0.7027027027027027,16,0.5,43.972
react-hook-form/react-hook-form,2025-07-31T21:00:00.000Z,112.27227777777777,,0.95,2.5,0.3010538368777095,1.5,0.9,600,30892032,308920.32,69.832,0.19225352112676056,85,21.46131843800322,0.647887323943662,25,0.8378378378378378,43.972
react-hook-form/react-hook-form,2025-08-31T21:00:00.000Z,190.04875925925927,,0.95,2.5,0.26098565543559826,1.4,0.8,600,30892032,308920.32,69.832,0.19225352112676056,85,20.769039351851845,0.6296296296296297,29,0.7619047619047619,43.972
react-hook-form/react-hook-form,2025-09-30T21:00:00.000Z,129.95229468599035,,0.95,2.5,1.460402135677808,1,0.5,600,30892032,308920.32,69.832,0.19225352112676056,85,18.05047708725674,0.6555555555555556,32,0.7169811320754716,43.972
TanStack/form,2025-04-30T21:00:00.000Z,190.1028888888889,2515.3633333333332,0.95,2.5,2.9036907499213873,3.4,1,600,39873536,398735.36,61.061,0.3932432432432432,70,3.277051917989418,0.5833333333333334,7,0.3076923076923077,5.879
TanStack/form,2025-05-31T21:00:00.000Z,190.1028888888889,2515.3633333333332,0.95,2.5,2.9036907499213873,3.4,1,600,39873536,398735.36,61.061,0.3932432432432432,70,3.277051917989418,0.5833333333333334,7,0.3076923076923077,5.879
TanStack/form,2025-06-30T21:00:00.000Z,190.1028888888889,2515.3633333333332,0.95,2.5,2.9036907499213873,3.4,1,600,39873536,398735.36,61.061,0.3932432432432432,70,3.277051917989418,0.5833333333333334,7,0.2857142857142857,5.879
TanStack/form,2025-07-31T21:00:00.000Z,190.1028888888889,2515.3633333333332,0.95,2.5,2.9036907499213873,3.4,1,600,39873536,398735.36,61.061,0.3932432432432432,70,3.277051917989418,0.5833333333333334,7,0.2222222222222222,5.879
TanStack/form,2025-08-31T21:00:00.000Z,190.1028888888889,2515.3633333333332,0.95,2.5,2.9036907499213873,3.4,1,600,39873536,398735.36,61.061,0.3932432432432432,70,4.798384321821822,0.6851851851851852,18,0.21052631578947367,5.879
TanStack/form,2025-09-30T21:00:00.000Z,120.06953065134104,1542.3136666666664,0.95,2.5,1.0715055827725615,3.5,0.6,600,39873536,398735.36,61.061,0.3932432432432432,70,5.8576669015029506,0.7340425531914894,28,0.45161290322580644,5.879
JedWatson/react-select,2025-04-30T21:00:00.000Z,2015.0642333333335,11926.496952380949,0.95,2.5,1.2786490660587213,5,0.5,600,20222976,202229.76,80.251,0.174,85,53.970966863854585,0.5806451612903226,24,0.39285714285714285,28.02
JedWatson/react-select,2025-05-31T21:00:00.000Z,2015.0642333333335,11926.496952380949,0.95,2.5,1.2786490660587213,5,0.5,600,20222976,202229.76,80.251,0.174,85,53.970966863854585,0.574468085106383,24,0.3793103448275862,28.02
JedWatson/react-select,2025-06-30T21:00:00.000Z,2015.0642333333335,11605.727021604935,0.95,2.5,1.2786490660587213,5,0.5,600,20222976,202229.76,80.251,0.174,85,53.970966863854585,0.574468085106383,24,0.3709677419354839,28.02
JedWatson/react-select,2025-07-31T21:00:00.000Z,1865.8448251028808,11630.094429429426,0.95,2.5,1.2787177458647094,5.1,0.6,600,20222976,202229.76,80.251,0.174,85,52.0443284970238,0.5656565656565656,25,0.34782608695652173,28.02
JedWatson/react-select,2025-08-31T21:00:00.000Z,1865.8448251028808,11630.094429429426,0.95,2.5,1.2787177458647094,5.1,0.6,600,20222976,202229.76,80.251,0.174,85,52.0443284970238,0.5656565656565656,25,0.3333333333333333,28.02
JedWatson/react-select,2025-09-30T21:00:00.000Z,1865.8448251028808,11630.094429429426,0.95,2.5,1.2787177458647094,5.1,0.6,600,20222976,202229.76,80.251,0.174,85,52.0443284970238,0.56,25,0.32432432432432434,28.02
pmndrs/react-spring,2025-04-30T21:00:00.000Z,840.6125308641973,2645.9165740740737,0.95,2.5,1.6174713280431976,3,0.6,600,692523008,6925230.08,60,0.20192307692307693,85,45.13806737588653,0.5529411764705883,18,0.40625,28.927
pmndrs/react-spring,2025-05-31T21:00:00.000Z,1003.437403846154,2540.6534222222217,0.95,2.5,0.6302183005743046,8,0.5,600,692523008,6925230.08,60,0.20192307692307693,85,46.874308291245804,0.5729166666666666,20,0.40540540540540543,28.927
pmndrs/react-spring,2025-06-30T21:00:00.000Z,1003.437403846154,2540.6534222222217,0.95,2.5,0.6302183005743046,8,0.5,600,692523008,6925230.08,60,0.20192307692307693,85,46.874308291245804,0.5729166666666666,20,0.36585365853658536,28.927
pmndrs/react-spring,2025-07-31T21:00:00.000Z,1003.437403846154,2540.6534222222217,0.95,2.5,0.6302183005743046,8,0.5,600,692523008,6925230.08,60,0.20192307692307693,85,46.874308291245804,0.5729166666666666,20,0.35714285714285715,28.927
pmndrs/react-spring,2025-08-31T21:00:00.000Z,1003.437403846154,2540.6534222222217,0.95,2.5,0.6302183005743046,8,0.5,600,692523008,6925230.08,60,0.20192307692307693,85,46.874308291245804,0.5670103092783505,20,0.3409090909090909,28.927
pmndrs/react-spring,2025-09-30T21:00:00.000Z,940.0684722222223,2449.6659567901233,0.95,2.5,0.38192506705069246,8.6,0.4,600,692523008,6925230.08,60,0.20192307692307693,85,45.39958455165694,0.57,21,0.3469387755102041,28.927
recharts/recharts,2025-04-30T21:00:00.000Z,,,0.95,2.5,,,,600,52270080,522700.8,60,0.16874999999999998,85,,,,0.25,26.042
recharts/recharts,2025-05-31T21:00:00.000Z,,,0.95,2.5,,,,600,52270080,522700.8,60,0.16874999999999998,85,,,,0.25,26.042
recharts/recharts,2025-06-30T21:00:00.000Z,,,0.95,2.5,,,,600,52270080,522700.8,60,0.16874999999999998,85,,,,0.25,26.042
recharts/recharts,2025-07-31T21:00:00.000Z,,,0.95,2.5,,,,600,52270080,522700.8,60,0.16874999999999998,85,,,,0.16666666666666666,26.042
recharts/recharts,2025-08-31T21:00:00.000Z,,,0.95,2.5,,,,600,52270080,522700.8,60,0.16874999999999998,85,1.4301504629629629,1,1,0.14285714285714285,26.042
recharts/recharts,2025-09-30T21:00:00.000Z,36.542314814814816,2230.9899074074074,0.95,2.5,57.69566991083396,4,0.6666666666666666,600,52270080,522700.8,60,0.16874999999999998,85,0.6240729166666668,0.9433962264150944,8,0.21739130434782608,26.042
clauderic/dnd-kit,2025-04-30T21:00:00.000Z,155.7271783625731,2755.058611111111,0.95,2.5,0.7540177242420228,1.8,0.3,600,9437184,94371.84,90.784,0.16411764705882353,85,29.335596064814812,0.7142857142857143,16,0.25,15.828
clauderic/dnd-kit,2025-05-31T21:00:00.000Z,91.71836257309941,2755.058611111111,0.95,2.5,0.6398305517016241,1.4,0.4,600,9437184,94371.84,90.784,0.16411764705882353,85,21.575601851851854,0.7582417582417582,17,0.26666666666666666,15.828
clauderic/dnd-kit,2025-06-30T21:00:00.000Z,86.49919250645996,2755.058611111111,0.95,2.5,0.5648661415264663,1.7,0.5,600,9437184,94371.84,90.784,0.16411764705882353,85,20.249641985735735,0.7708333333333334,19,0.21951219512195122,15.828
clauderic/dnd-kit,2025-07-31T21:00:00.000Z,101.78187037037037,2755.058611111111,0.95,2.5,0.5309830154209592,2.2,0.6,600,9437184,94371.84,90.784,0.16411764705882353,85,20.188642026072124,0.7755102040816326,20,0.2545454545454545,15.828
clauderic/dnd-kit,2025-08-31T21:00:00.000Z,97.50563829787235,2755.058611111111,0.95,2.5,0.49293385107025994,2.5,0.6,600,9437184,94371.84,90.784,0.16411764705882353,85,19.67236318850902,0.78,21,0.2647058823529412,15.828
clauderic/dnd-kit,2025-09-30T21:00:00.000Z,97.50563829787235,2755.058611111111,0.95,2.5,0.49293385107025994,2.5,0.6,600,9437184,94371.84,90.784,0.16411764705882353,85,19.67236318850902,0.78,21,0.24096385542168675,15.828
floating-ui/floating-ui,2025-04-30T21:00:00.000Z,0.5181481481481481,3833.2008333333333,0.95,2.5,32.16583273766976,3.3333333333333335,1,600,42065920,420659.2,60,0.1576923076923077,85,6.982078124999998,0.8333333333333334,11,0.5833333333333334,31.947
floating-ui/floating-ui,2025-05-31T21:00:00.000Z,71.471977124183,4031.6096296296296,0.95,2.5,0.19505793783156936,2.8,0.6,600,42065920,420659.2,60,0.1576923076923077,85,6.730750041335979,0.8235294117647058,13,0.6,31.947
floating-ui/floating-ui,2025-06-30T21:00:00.000Z,70.70695216049383,4031.6096296296296,0.95,2.5,0.6435010788857374,2.7,0.5,600,42065920,420659.2,60,0.1576923076923077,85,5.76475262345679,0.8333333333333334,13,0.6363636363636364,31.947
floating-ui/floating-ui,2025-07-31T21:00:00.000Z,60.788597883597895,4031.6096296296296,0.95,2.5,0.650576266347638,2.4,0.4,600,42065920,420659.2,60,0.1576923076923077,85,5.341679812528577,0.8350515463917526,13,0.625,31.947
floating-ui/floating-ui,2025-08-31T21:00:00.000Z,58.066047979797986,3029.5093749999996,0.95,2.5,0.614895394068623,2.4,0.5,600,42065920,420659.2,60,0.1576923076923077,85,5.213860720660419,0.8383838383838383,13,0.6388888888888888,31.947
floating-ui/floating-ui,2025-09-30T21:00:00.000Z,56.9312962962963,3029.5093749999996,0.95,2.5,0.2010220245975493,2.5,0.4,600,42065920,420659.2,60,0.1576923076923077,85,5.1552642746913575,0.84,14,0.6052631578947368,31.947
rjsf-team/react-jsonschema-form,2025-04-30T21:00:00.000Z,29.78424603174603,13.455833333333333,0.95,2.5,5.132147467967379,1.8571428571428572,0.5714285714285714,600,405662720,4056627.2,60,0.17777777777777776,85,1.2410102513227514,1,2,0.14285714285714285,15.308
rjsf-team/react-jsonschema-form,2025-05-31T21:00:00.000Z,38.397465277777776,13.455833333333333,0.95,2.5,3.5614330011294513,1.75,0.5,600,405662720,4056627.2,60,0.17777777777777776,85,1.5998943865740742,1,2,0.13333333333333333,15.308
rjsf-team/react-jsonschema-form,2025-06-30T21:00:00.000Z,38.397465277777776,13.455833333333333,0.95,2.5,3.5614330011294513,1.75,0.5,600,405662720,4056627.2,60,0.17777777777777776,85,2.082451661220044,1,6,0.13333333333333333,15.308
rjsf-team/react-jsonschema-form,2025-07-31T21:00:00.000Z,38.397465277777776,13.455833333333333,0.95,2.5,3.5614330011294513,1.75,0.5,600,405662720,4056627.2,60,0.17777777777777776,85,3.2851212761674713,0.92,7,0.11764705882352941,15.308
rjsf-team/react-jsonschema-form,2025-08-31T21:00:00.000Z,30.232457264957265,3784.392951388889,0.95,2.5,12.50057425405282,1.9,0.6,600,405662720,4056627.2,60,0.17777777777777776,85,5.947956961591222,0.8571428571428571,17,0.09523809523809523,15.308
rjsf-team/react-jsonschema-form,2025-09-30T21:00:00.000Z,34.832388888888886,5698.310326086956,0.95,2.5,1.682342264463311,0.7,0.6,600,405662720,4056627.2,60,0.17777777777777776,85,4.6790920443469775,0.8837209302325582,20,0.4897959183673469,15.308
